Name,H,S,V,blank,CDOM,comparison,Date,blank,b1/v,b5/v,b1/s,b5/s,b5/(b2*s),B5/(B1*s),b5/(b2*v),b5/(b1*v),b5/b2,b5/b1,b5/(b2*b1),(b5*s)/(b2*v),(b5*s)/(b1*v),(b5*v)/(b2*s),(b5*v)/(b1*s),B5/(V*S),B1/(V*S),H,s,v,s*v,s/v,B1,B2,B3,b4,b5,B6,B7,b3/b1,b2/b1,b3/b2,b4/b1,b4/b2,b4/b3,,B1.Over.B1,B2.Over.B1,B3.Over.B1,B4.Over.B1,B5.Over.B1,B6.Over.B1,B7.Over.B1,B1MinusB1,B2MinusB1,B3MinusB2,B4MinusB3,B5MinusB4,B6MinusB5,B7MinusB6
Lac Matissard,60.33632287,32.39262064,1.721071,,4.03,1.721071,2.p19r26d267y2013,,47.52,52.77,2.52,2.8,0.02409,0.034,0.453,0.645,0.78,1.11,0.0095,14.69,20.9,0.041,0.059,1.63,1.47,60.34,32.39,1.72,55.75,18.82,81.78,116.36,172.11,171.79,90.81,34.24,21.33,2.1,1.42,1.48,2.1,1.48,1,,1,1.42,2.1,2.1,1.11,0.42,0.26,0,34.58,55.75,-0.31,-80.98,-56.57,-12.91
Lac Matissard,35.14673973,48.49922578,2.257768,,4.03,2.257768,4.p18r26d295y2014,,32.12,21.35,1.5,0.99,0.00855,0.014,0.184,0.295,0.41,0.66,0.0057,8.91,14.28,0.019,0.031,0.44,0.66,35.15,48.5,2.26,109.5,21.48,72.51,116.28,180.42,225.78,48.21,7.85,5.12,2.49,1.6,1.55,3.11,1.94,1.25,,1,1.6,2.49,3.11,0.66,0.11,0.07,0,43.77,64.14,45.36,-177.56,-40.37,-2.73
Lac Matissard,21.4379085,42.48033318,1.694901961,,4.03,1.694901961,5.p19r26d270y2014,,137.28,93.94,5.48,3.75,0.01457,0.016,0.365,0.404,0.62,0.68,0.0027,15.51,17.15,0.025,0.027,2.21,3.23,21.44,42.48,1.69,72,25.06,232.67,257.21,329.9,303.28,159.21,38.17,18.57,1.42,1.11,1.28,1.3,1.18,0.92,,1,1.11,1.42,1.3,0.68,0.16,0.08,0,24.54,72.7,-26.63,-144.06,-121.04,-19.6
Lac Nord Mistaouac L022,21.15710723,53.89784946,1.458823529,,4.95,1.458823529,1.p18r26d260y2013,,46.09,73.6,1.25,1.99,0.02097,0.03,0.775,1.095,1.13,1.6,0.0168,41.76,58.99,0.031,0.043,1.37,0.86,21.16,53.9,1.46,78.63,36.95,67.24,94.99,145.88,229.28,107.37,5.35,1.35,2.17,1.41,1.54,3.41,2.41,1.57,,1,1.41,2.17,3.41,1.6,0.08,0.02,0,27.75,50.89,83.4,-121.91,-102.02,-4
Lac Nord Mistaouac L022,21.15710723,53.89784946,1.458823529,,4.95,1.458823529,11.p19r25d270y2014,,78.08,64.02,2.11,1.73,0.01428,0.015,0.527,0.562,0.77,0.82,0.0068,28.43,30.29,0.021,0.022,1.19,1.45,21.16,53.9,1.46,78.63,36.95,113.91,121.39,132.73,148.87,93.4,17.29,7.9,1.17,1.07,1.09,1.31,1.23,1.12,,1,1.07,1.17,1.31,0.82,0.15,0.07,0,7.48,11.34,16.14,-55.48,-76.11,-9.39
Lac Nord Mistaouac L022,21.15710723,53.89784946,1.458823529,,4.95,1.458823529,12.p19r26d283y2013,,75.44,106.44,2.04,2.88,0.02027,0.026,0.749,0.967,1.09,1.41,0.0099,40.36,52.13,0.03,0.038,1.97,1.4,21.16,53.9,1.46,78.63,36.95,110.05,142.14,203.33,260.8,155.28,72.52,56.05,1.85,1.29,1.43,2.37,1.83,1.28,,1,1.29,1.85,2.37,1.41,0.66,0.51,0,32.09,61.19,57.47,-105.52,-82.76,-16.47
Lac Nord Mistaouac L022,28.5182622,50.10781058,1.921982,,4.95,1.921982,2.p19r26d267y2013,,36.81,59.84,1.41,2.3,0.02394,0.032,0.624,0.846,1.2,1.63,0.017,31.27,42.38,0.046,0.062,1.19,0.73,28.52,50.11,1.92,96.31,26.07,70.75,95.89,141.67,192.2,115.01,35.67,24.68,2,1.36,1.48,2.72,2,1.36,,1,1.36,2,2.72,1.63,0.5,0.35,0,25.14,45.77,50.53,-77.19,-79.34,-10.99
Lac Nord Mistaouac L022,27.42772362,46.30055083,1.965225,,4.95,1.965225,3.p19r25d267y2013,,43.65,59.16,1.85,2.51,0.0238,0.029,0.561,0.69,1.1,1.36,0.0128,25.96,31.94,0.047,0.058,1.28,0.94,27.43,46.3,1.97,90.99,23.56,85.77,105.53,147.13,196.52,116.27,35.93,25.26,1.72,1.23,1.39,2.29,1.86,1.34,,1,1.23,1.72,2.29,1.36,0.42,0.29,0,19.76,41.59,49.4,-80.25,-80.34,-10.67
Lac Nord Mistaouac L022,357.8086228,16.78313932,0.7348649,,4.95,0.7348649,4.p18r26d295y2014,,65.73,38.6,2.88,1.69,0.02744,0.035,0.627,0.799,0.46,0.59,0.0095,10.52,13.41,0.02,0.026,2.3,3.92,357.81,16.78,0.73,12.33,22.84,48.31,61.6,61.15,73.49,28.37,1.64,-1.52,1.27,1.28,0.99,1.52,1.19,1.2,,1,1.28,1.27,1.52,0.59,0.03,NA,0,13.3,-0.45,12.33,-45.12,-26.73,-3.16
Lac Nord Mistaouac L022,21.15710723,53.89784946,1.458823529,,4.95,1.458823529,5.p19r26d270y2014,,83.84,68.35,2.27,1.85,0.01407,0.015,0.52,0.559,0.76,0.82,0.0062,28.03,30.12,0.021,0.022,1.27,1.56,21.16,53.9,1.46,78.63,36.95,122.31,131.45,143.18,157.14,99.71,19.46,8.8,1.17,1.07,1.09,1.28,1.2,1.1,,1,1.07,1.17,1.28,0.82,0.16,0.07,0,9.14,11.73,13.96,-57.43,-80.25,-10.66
Lac Nord Mistaouac L022,21.15710723,53.89784946,1.458823529,,4.95,1.458823529,6.p19r25d235y2013,,52.34,57.78,1.42,1.56,0.01652,0.02,0.611,0.757,0.89,1.1,0.0117,32.91,40.79,0.024,0.03,1.07,0.97,21.16,53.9,1.46,78.63,36.95,76.35,94.65,147.79,210.38,84.3,9.36,3.87,1.94,1.24,1.56,2.76,2.22,1.42,,1,1.24,1.94,2.76,1.1,0.12,0.05,0,18.3,53.14,62.59,-126.08,-74.94,-5.49
Lac Vaudray,190.3910615,17.64415968,0.795686275,,4.95,0.795686275,1.p18r26d260y2013,,99.98,53.52,4.51,2.41,0.03129,0.03,0.694,0.673,0.55,0.54,0.0069,12.24,11.87,0.025,0.024,3.03,5.67,190.39,17.64,0.8,14.04,22.17,79.55,77.13,65.51,50.9,42.59,16.59,9.95,0.82,0.97,0.85,0.64,0.66,0.78,,1,0.97,0.82,0.64,0.54,0.21,0.13,0,-2.42,-11.61,-14.61,-8.32,-25.99,-6.65
Lac Vaudray,190.3910615,17.64415968,0.795686275,,4.95,0.795686275,10.p18r27d295y2014,,72.52,28.65,3.27,1.29,0.01966,0.022,0.436,0.496,0.35,0.4,0.006,7.69,8.76,0.016,0.018,1.62,4.11,190.39,17.64,0.8,14.04,22.17,57.7,65.69,51.05,37.52,22.79,4.86,0.76,0.88,1.14,0.78,0.65,0.57,0.73,,1,1.14,0.88,0.65,0.4,0.08,0.01,0,7.99,-14.64,-13.53,-14.73,-17.94,-4.1
Lac Vaudray,190.3910615,17.64415968,0.795686275,,4.95,0.795686275,12.p19r26d283y2013,,98.31,94.79,4.43,4.27,0.04991,0.055,1.107,1.212,0.88,0.96,0.0113,19.53,21.38,0.04,0.043,5.37,5.57,190.39,17.64,0.8,14.04,22.17,78.23,85.64,83.14,70.93,75.42,44.19,31.85,1.06,1.09,0.97,0.91,0.83,0.85,,1,1.09,1.06,0.91,0.96,0.56,0.41,0,7.41,-2.5,-12.22,4.5,-31.23,-12.34
Lac Vaudray,186.0350158,21.2815879,0.6523423,,4.95,0.6523423,2.p19r26d267y2013,,89.46,74.16,2.74,2.27,0.03485,0.039,1.137,1.271,0.74,0.83,0.0127,24.19,27.04,0.023,0.025,3.48,4.2,186.04,21.28,0.65,13.88,32.62,58.36,65.23,63.84,51.35,48.38,14.35,8.14,1.09,1.12,0.98,0.88,0.79,0.8,,1,1.12,1.09,0.88,0.83,0.25,0.14,0,6.87,-1.4,-12.49,-2.97,-34.03,-6.21
Lac Vaudray,212.6082538,58.60738945,0.4437838,,4.95,0.4437838,4.p18r26d295y2014,,88.43,23.59,0.67,0.18,0.00402,0.005,0.532,0.601,0.24,0.27,0.006,31.15,35.23,0.002,0.002,0.4,1.51,212.61,58.61,0.44,26.01,132.06,39.24,44.38,30.24,18.37,10.47,1.58,-0.84,0.77,1.13,0.68,0.47,0.41,0.61,,1,1.13,0.77,0.47,0.27,0.04,NA,0,5.14,-14.14,-11.87,-7.9,-8.89,-2.41
Lac Vaudray,190.3910615,17.64415968,0.795686275,,4.95,0.795686275,5.p19r26d270y2014,,212.58,114.22,9.59,5.15,0.03287,0.03,0.729,0.675,0.58,0.54,0.0034,12.86,11.91,0.026,0.024,6.47,12.05,190.39,17.64,0.8,14.04,22.17,169.14,156.72,131.39,98.27,90.88,24.66,12.61,0.78,0.93,0.84,0.58,0.63,0.75,,1,0.93,0.78,0.58,0.54,0.15,0.07,0,-12.42,-25.33,-33.12,-7.39,-66.23,-12.05
Lac Vaudray,190.3910615,17.64415968,0.795686275,,4.95,0.795686275,9.p18r27d260y2013,,86.04,54.8,3.88,2.47,0.03511,0.036,0.779,0.8,0.62,0.64,0.0091,13.74,14.12,0.028,0.029,3.11,4.88,190.39,17.64,0.8,14.04,22.17,68.46,70.38,64.5,51.09,43.6,16.93,10.67,0.94,1.03,0.92,0.75,0.73,0.79,,1,1.03,0.94,0.75,0.64,0.25,0.16,0,1.92,-5.87,-13.41,-7.49,-26.68,-6.26
Lac Quasion,0,0,0,,5.26,0,11.p19r25d270y2014,,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.52,0.0034,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,159.88,154.23,121.94,98.67,82.81,24.81,13.37,0.76,0.96,0.79,0.62,0.64,0.81,,1,0.96,0.76,0.62,0.52,0.16,0.08,0,-5.65,-32.29,-23.27,-15.86,-58,-11.45
Lac Quasion,222.0173685,27.95633743,0.8833929,,5.26,0.8833929,3.p19r25d267y2013,,92.17,55.97,2.91,1.77,0.02002,0.022,0.634,0.687,0.56,0.61,0.0069,17.71,19.22,0.018,0.019,2,3.3,222.02,27.96,0.88,24.7,31.65,81.42,88.34,71.04,63.64,49.45,17.58,7.62,0.87,1.08,0.8,0.78,0.72,0.9,,1,1.08,0.87,0.78,0.61,0.22,0.09,0,6.92,-17.29,-7.4,-14.2,-31.87,-9.96
Lac Quasion,0,0,0,,5.26,0,6.p19r25d235y2013,,NA,NA,NA,NA,NA,NA,NA,NA,0.61,0.66,0.0081,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,75.03,82.26,75.46,81.19,49.78,14,7.58,1.01,1.1,0.92,1.08,0.99,1.08,,1,1.1,1.01,1.08,0.66,0.19,0.1,0,7.23,-6.8,5.73,-31.41,-35.78,-6.42
Lac Voisin,111.1111111,15.69065713,0.877254902,,5.53,0.877254902,1.p18r26d260y2013,,84.31,44.12,4.71,2.47,0.02812,0.033,0.503,0.596,0.44,0.52,0.006,7.89,9.36,0.025,0.029,2.81,5.37,111.11,15.69,0.88,13.76,17.89,73.96,87.72,76.02,72.3,38.7,7.77,3.1,1.03,1.19,0.87,0.98,0.82,0.95,,1,1.19,1.03,0.98,0.52,0.1,0.04,0,13.76,-11.7,-3.72,-33.59,-30.94,-4.67
Lac Voisin,111.1111111,15.69065713,0.877254902,,5.53,0.877254902,12.p19r26d283y2013,,131.23,126.39,7.34,7.07,0.05665,0.061,1.013,1.098,0.89,0.96,0.0077,15.9,17.23,0.05,0.054,8.05,8.36,111.11,15.69,0.88,13.76,17.89,115.13,124.74,135.55,131.75,110.87,67.02,45.22,1.18,1.08,1.09,1.14,1.06,0.97,,1,1.08,1.18,1.14,0.96,0.58,0.39,0,9.61,10.81,-3.8,-20.87,-43.86,-21.8
Lac Voisin,55.85095235,15.5116201,1.402613,,5.53,1.402613,2.p19r26d267y2013,,79.27,112.32,7.17,10.16,0.0857,0.091,0.948,1.01,1.33,1.42,0.012,14.7,15.67,0.12,0.128,7.24,5.11,55.85,15.51,1.4,21.76,11.06,111.19,118.5,138.76,140.26,157.54,84.86,59.6,1.25,1.07,1.17,1.26,1.18,1.01,,1,1.07,1.25,1.26,1.42,0.76,0.54,0,7.32,20.25,1.5,17.28,-72.68,-25.26
Lac Voisin,278.3161694,18.04651239,0.8716216,,5.53,0.8716216,4.p18r26d295y2014,,82.63,31.34,3.99,1.51,0.01737,0.021,0.36,0.435,0.31,0.38,0.0044,6.49,7.85,0.015,0.018,1.74,4.58,278.32,18.05,0.87,15.73,20.7,72.02,87.16,71.43,81.48,27.32,1.61,0.71,0.99,1.21,0.82,1.13,0.93,1.14,,1,1.21,0.99,1.13,0.38,0.02,0.01,0,15.14,-15.73,10.05,-54.16,-25.7,-0.9
Lac Voisin,111.1111111,15.69065713,0.877254902,,5.53,0.877254902,5.p19r26d270y2014,,178.52,100.89,9.98,5.64,0.03702,0.036,0.662,0.644,0.58,0.57,0.0037,10.39,10.11,0.032,0.032,6.43,11.38,111.11,15.69,0.88,13.76,17.89,156.6,152.38,154.72,141.59,88.5,17.86,5.85,0.99,0.97,1.02,0.9,0.93,0.92,,1,0.97,0.99,0.9,0.57,0.11,0.04,0,-4.23,2.34,-13.14,-53.08,-70.64,-12.02
Lac Chavigny L051 L074,18.06727176,59.17851501,4.964705882,,6.33,4.964705882,1.p18r26d260y2013,,40.82,42.68,3.42,3.58,0.0123,0.018,0.147,0.211,0.73,1.05,0.0036,8.67,12.46,0.061,0.088,0.72,0.69,18.07,59.18,4.96,293.8,11.92,202.65,291.15,496.46,672.18,211.89,16.41,8.46,2.45,1.44,1.71,3.32,2.31,1.35,,1,1.44,2.45,3.32,1.05,0.08,0.04,0,88.5,205.31,175.73,-460.3,-195.47,-7.96
Lac Chavigny L051 L074,18.06727176,59.17851501,4.964705882,,6.33,4.964705882,12.p19r26d283y2013,,50.62,57.39,4.25,4.81,0.01483,0.019,0.177,0.228,0.88,1.13,0.0035,10.46,13.51,0.074,0.095,0.97,0.86,18.07,59.18,4.96,293.8,11.92,251.3,324.6,528.22,693.9,284.92,76.78,52.42,2.1,1.29,1.63,2.76,2.14,1.31,,1,1.29,2.1,2.76,1.13,0.31,0.21,0,73.3,203.62,165.68,-408.98,-208.14,-24.36
Lac Chavigny L051 L074,32.64363747,57.05900716,6.336316,,6.33,6.336316,2.p19r26d267y2013,,30.87,37.28,3.43,4.14,0.01522,0.021,0.137,0.191,0.87,1.21,0.0044,7.82,10.88,0.096,0.134,0.65,0.54,32.64,57.06,6.34,361.54,9.01,195.61,272.09,468.79,633.63,236.23,49.09,32.18,2.4,1.39,1.72,3.24,2.33,1.35,,1,1.39,2.4,3.24,1.21,0.25,0.16,0,76.48,196.7,164.84,-397.4,-187.14,-16.91
Lac Chavigny L051 L074,33.09924366,56.32793324,5.663421,,6.33,5.663421,4.p18r26d295y2014,,28.47,23.88,2.86,2.4,0.00971,0.015,0.097,0.148,0.55,0.84,0.0034,5.44,8.34,0.055,0.084,0.42,0.51,33.1,56.33,5.66,319.01,9.95,161.25,247.33,423.32,566.34,135.26,12.22,7.94,2.63,1.53,1.71,3.51,2.29,1.34,,1,1.53,2.63,3.51,0.84,0.08,0.05,0,86.09,175.98,143.03,-431.08,-123.04,-4.28
Lac Chavigny L051 L074,18.06727176,59.17851501,4.964705882,,6.33,4.964705882,5.p19r26d270y2014,,71.37,53.97,5.99,4.53,0.01029,0.013,0.123,0.152,0.61,0.76,0.0017,7.26,9.01,0.051,0.063,0.91,1.21,18.07,59.18,4.96,293.8,11.92,354.33,440.04,693.29,821.68,267.94,38.42,19.79,1.96,1.24,1.58,2.32,1.87,1.19,,1,1.24,1.96,2.32,0.76,0.11,0.06,0,85.71,253.25,128.39,-553.75,-229.52,-18.63
Lac Lucie,0,0,0,,6.44,0,11.p19r25d270y2014,,NA,NA,NA,NA,NA,NA,NA,NA,0.64,0.74,0.0076,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,84.21,96.77,97.24,90.98,61.99,17.23,10.35,1.15,1.15,1,1.08,0.94,0.94,,1,1.15,1.15,1.08,0.74,0.2,0.12,0,12.56,0.46,-6.25,-28.99,-44.76,-6.88
Lac Lucie,123.1579557,2.078275401,0.748,,6.44,0.748,3.p19r25d267y2013,,96.69,52.42,34.8,18.87,0.25729,0.261,0.715,0.725,0.53,0.54,0.0074,1.49,1.51,0.192,0.195,25.22,46.53,123.16,2.08,0.75,1.55,2.78,72.33,73.33,74.8,73.25,39.21,8.11,3.18,1.03,1.01,1.02,1.01,1,0.98,,1,1.01,1.03,1.01,0.54,0.11,0.04,0,1,1.47,-1.55,-34.04,-31.1,-4.93
Lac Lucie,0,0,0,,6.44,0,6.p19r25d235y2013,,NA,NA,NA,NA,NA,NA,NA,NA,0.61,0.63,0.0095,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,63.96,66.15,74.43,73.67,40.14,7.85,3.98,1.16,1.03,1.13,1.15,1.11,0.99,,1,1.03,1.16,1.15,0.63,0.12,0.06,0,2.18,8.28,-0.75,-33.54,-32.29,-3.86
Lac Lucie,0,0,0,,6.44,0,7.p18r25d260y2013,,NA,NA,NA,NA,NA,NA,NA,NA,0.43,0.42,0.0064,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,67.75,66.14,63.61,61.41,28.57,8.25,4.68,0.94,0.98,0.96,0.91,0.93,0.97,,1,0.98,0.94,0.91,0.42,0.12,0.07,0,-1.61,-2.54,-2.19,-32.84,-20.32,-3.57
Lac Lucie,0,0,0,,6.44,0,8.p18r25d295y2014,,NA,NA,NA,NA,NA,NA,NA,NA,0.23,0.23,0.0033,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,68.69,71.54,52.36,46.17,16.11,1.63,-1.05,0.76,1.04,0.73,0.67,0.65,0.88,,1,1.04,0.76,0.67,0.23,0.02,NA,0,2.85,-19.18,-6.19,-30.06,-14.47,-2.68
Lac Grasset L095 L016 L060.,0,0,0,,6.52,0,11.p19r25d270y2014,,NA,NA,NA,NA,NA,NA,NA,NA,0.91,1.25,0.0023,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,386.27,530.89,860.4,1106.81,481.65,22.08,12.78,2.23,1.37,1.62,2.87,2.08,1.29,,1,1.37,2.23,2.87,1.25,0.06,0.03,0,144.61,329.51,246.41,-625.16,-459.57,-9.3
Lac Grasset L095 L016 L060.,30.90675469,62.71060284,7.143363,,6.52,7.143363,3.p19r25d267y2013,,24.72,29.76,2.82,3.39,0.01272,0.019,0.112,0.168,0.8,1.2,0.0045,7.01,10.57,0.091,0.137,0.47,0.39,30.91,62.71,7.14,447.96,8.78,176.6,266.37,497.12,714.34,212.56,9.19,5.1,2.81,1.51,1.87,4.04,2.68,1.44,,1,1.51,2.81,4.04,1.2,0.05,0.03,0,89.77,230.75,217.21,-501.78,-203.37,-4.09
Lac Grasset L095 L016 L060.,0,0,0,,6.52,0,6.p19r25d235y2013,,NA,NA,NA,NA,NA,NA,NA,NA,0.64,1.02,0.004,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,160.52,256.12,487.65,680.52,163.36,5.25,1.07,3.04,1.6,1.9,4.24,2.66,1.4,,1,1.6,3.04,4.24,1.02,0.03,0.01,0,95.6,231.53,192.87,-517.16,-158.12,-4.18
Lac Grasset L095 L016 L060.,0,0,0,,6.52,0,7.p18r25d260y2013,,NA,NA,NA,NA,NA,NA,NA,NA,0.77,1.16,0.0036,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,215.49,325.32,580.19,797.13,250.06,14.47,10.95,2.69,1.51,1.78,3.7,2.45,1.37,,1,1.51,2.69,3.7,1.16,0.07,0.05,0,109.83,254.87,216.95,-547.07,-235.59,-3.52
Lac Grasset L095 L016 L060.,0,0,0,,6.52,0,8.p18r25d295y2014,,NA,NA,NA,NA,NA,NA,NA,NA,0.94,1.48,0.0032,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,296.13,463.39,794.28,1065.55,437.13,0.28,-2.54,2.68,1.56,1.71,3.6,2.3,1.34,,1,1.56,2.68,3.6,1.48,0,NA,0,167.26,330.89,271.27,-628.42,-436.85,-2.82
Lac Abitibi L025 L052,0,0,0,,6.56,0,12.p19r26d283y2013,,NA,NA,NA,NA,NA,NA,NA,NA,0.65,0.88,0.0013,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,510.25,693.31,1103.03,1307.58,448.9,45.25,34.37,2.16,1.36,1.59,2.56,1.89,1.19,,1,1.36,2.16,2.56,0.88,0.09,0.07,0,183.06,409.72,204.56,-858.68,-403.65,-10.87
Lac Abitibi L025 L052,40.7724569,49.15397985,12.33564,,6.56,12.33564,2.p19r26d267y2013,,35.79,31.25,8.98,7.84,0.0125,0.018,0.05,0.071,0.61,0.87,0.0014,2.45,3.48,0.154,0.219,0.64,0.73,40.77,49.15,12.34,606.35,3.98,441.5,627.22,1039.26,1233.56,385.52,20.18,15.17,2.35,1.42,1.66,2.79,1.97,1.19,,1,1.42,2.35,2.79,0.87,0.05,0.03,0,185.72,412.04,194.31,-848.05,-365.34,-5.01
Lac Abitibi L025 L052,0,0,0,,6.56,0,5.p19r26d270y2014,,NA,NA,NA,NA,NA,NA,NA,NA,0.53,0.74,0.0013,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,402.15,557.31,941.26,1106.89,298.14,9.9,3.67,2.34,1.39,1.69,2.75,1.99,1.18,,1,1.39,2.34,2.75,0.74,0.02,0.01,0,155.16,383.95,165.63,-808.75,-288.24,-6.23
Lac Carheil,0,0,0,,6.68,0,11.p19r25d270y2014,,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.88,0.0042,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,166.44,209.71,297.59,392.01,145.88,19.29,10.83,1.79,1.26,1.42,2.36,1.87,1.32,,1,1.26,1.79,2.36,0.88,0.12,0.07,0,43.27,87.88,94.42,-246.13,-126.59,-8.47
Lac Carheil,32.64575384,52.44088332,3.499266,,6.68,3.499266,3.p19r25d267y2013,,36.77,29.27,2.45,1.95,0.01174,0.015,0.176,0.227,0.62,0.8,0.0048,9.22,11.93,0.041,0.053,0.56,0.7,32.65,52.44,3.5,183.5,14.99,128.67,166.42,266.27,349.93,102.42,15.36,6.32,2.07,1.29,1.6,2.72,2.1,1.31,,1,1.29,2.07,2.72,0.8,0.12,0.05,0,37.75,99.84,83.66,-247.5,-87.06,-9.04
Lac Carheil,0,0,0,,6.68,0,6.p19r25d235y2013,,NA,NA,NA,NA,NA,NA,NA,NA,0.58,0.8,0.0053,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,111.28,152.07,255.81,334.5,88.87,8.21,2.68,2.3,1.37,1.68,3.01,2.2,1.31,,1,1.37,2.3,3.01,0.8,0.07,0.02,0,40.79,103.73,78.7,-245.63,-80.66,-5.53
Lac Tario,0,0,0,,7.14,0,11.p19r25d270y2014,,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.76,0.0059,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,117.1,128.44,115.38,101.58,89.34,25.13,11.25,0.99,1.1,0.9,0.87,0.79,0.88,,1,1.1,0.99,0.87,0.76,0.21,0.1,0,11.35,-13.06,-13.8,-12.25,-64.2,-13.88
Lac Tario,75.44545594,3.028781905,0.8853097,,7.14,0.8853097,3.p19r25d267y2013,,80.43,84.4,23.51,24.67,0.28735,0.346,0.983,1.185,0.87,1.05,0.0122,2.98,3.59,0.254,0.307,27.86,26.55,75.45,3.03,0.89,2.68,3.42,71.2,85.85,88.53,87.84,74.72,30.16,18.59,1.24,1.21,1.03,1.23,1.02,0.99,,1,1.21,1.24,1.23,1.05,0.42,0.26,0,14.65,2.68,-0.69,-13.12,-44.56,-11.57
Lac Tario,0,0,0,,7.14,0,6.p19r25d235y2013,,NA,NA,NA,NA,NA,NA,NA,NA,0.81,1.03,0.0131,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,61.87,78.5,83.35,83.48,63.74,23.94,15.28,1.35,1.27,1.06,1.35,1.06,1,,1,1.27,1.35,1.35,1.03,0.39,0.25,0,16.64,4.84,0.13,-19.73,-39.81,-8.65
Lac Joann?s,85.1552795,14.0060896,0.901568628,,7.59,0.901568628,1.p18r26d260y2013,,86,59.82,5.54,3.85,0.04272,0.05,0.664,0.772,0.6,0.7,0.0077,9.29,10.81,0.039,0.045,4.27,6.14,85.16,14.01,0.9,12.63,15.54,77.53,90.14,84.85,83.41,53.93,17.41,10.6,1.09,1.16,0.94,1.08,0.93,0.98,,1,1.16,1.09,1.08,0.7,0.22,0.14,0,12.61,-5.29,-1.44,-29.48,-36.52,-6.81
Lac Joann?s,85.1552795,14.0060896,0.901568628,,7.59,0.901568628,10.p18r27d295y2014,,46.5,28.58,2.99,1.84,0.0302,0.044,0.469,0.682,0.42,0.61,0.0101,6.57,9.55,0.027,0.04,2.04,3.32,85.16,14.01,0.9,12.63,15.54,41.92,60.92,54.9,56.73,25.77,2.67,0.3,1.31,1.45,0.9,1.35,0.93,1.03,,1,1.45,1.31,1.35,0.61,0.06,0.01,0,19,-6.02,1.83,-30.97,-23.1,-2.37
Lac Joann?s,85.1552795,14.0060896,0.901568628,,7.59,0.901568628,12.p19r26d283y2013,,114.68,109.08,7.38,7.02,0.06171,0.068,0.959,1.055,0.86,0.95,0.0084,13.43,14.78,0.056,0.061,7.79,8.19,85.16,14.01,0.9,12.63,15.54,103.39,113.78,116.75,115.95,98.34,51.97,36.02,1.13,1.1,1.03,1.12,1.02,0.99,,1,1.1,1.13,1.12,0.95,0.5,0.35,0,10.39,2.97,-0.8,-17.61,-46.37,-15.96
Lac Joann?s,54.42256204,8.154354917,0.7571304,,7.59,0.7571304,2.p19r26d267y2013,,78.32,72.42,7.27,6.72,0.0967,0.113,1.041,1.221,0.79,0.92,0.0133,8.49,9.96,0.073,0.086,8.88,9.6,54.42,8.15,0.76,6.17,10.77,59.3,69.54,75.14,75.71,54.83,15.17,7.57,1.27,1.17,1.08,1.28,1.09,1.01,,1,1.17,1.27,1.28,0.92,0.26,0.13,0,10.24,5.6,0.57,-20.88,-39.66,-7.6
Lac Joann?s,244.0986905,15.80210345,0.58,,7.59,0.58,4.p18r26d295y2014,,77.5,32.77,2.84,1.2,0.02074,0.027,0.565,0.729,0.33,0.42,0.0073,8.93,11.52,0.012,0.016,2.07,4.9,244.1,15.8,0.58,9.17,27.25,44.95,58,48.83,49.46,19.01,1.12,-0.16,1.09,1.29,0.84,1.1,0.85,1.01,,1,1.29,1.09,1.1,0.42,0.02,NA,0,13.05,-9.17,0.63,-30.45,-17.89,-1.28
Lac Joann?s,85.1552795,14.0060896,0.901568628,,7.59,0.901568628,5.p19r26d270y2014,,168.89,105.83,10.87,6.81,0.0443,0.045,0.688,0.695,0.62,0.63,0.0041,9.64,9.73,0.04,0.04,7.56,12.06,85.16,14.01,0.9,12.63,15.54,152.27,153.77,135.1,112.31,95.41,22.32,7.63,0.89,1.01,0.88,0.74,0.73,0.83,,1,1.01,0.89,0.74,0.63,0.15,0.05,0,1.5,-18.68,-22.78,-16.9,-73.09,-14.69
